区县,高中学校,录取分数线,是否完成,招生计划数,总分,语文,数学,英语
静安区,上海市奉贤中学,726,否,50,396,141,120,136
静安区,华东师范大学第二附属中学临港奉贤分校,731,否,50,399,134,127,139
静安区,上海市崇明中学,702,否,50,379.5,117,129,136
静安区,上海市实验学校东滩高级中学,711.5,否,50,392.5,116,136,122
黄浦区,上海市格致中学,747.5,否,50,408.5,138,127,143
黄浦区,上海市格致中学（奉贤校区）,714,否,50,387.5,138,114,131
黄浦区,上海市大同中学,746,否,50,418,143,129,133
黄浦区,上海市向明中学,732,否,50,405,137,133,134
黄浦区,上海市向明中学（浦江校区）,707.5,否,50,381,121,129,134
黄浦区,上海外国语大学附属大境中学,709,否,50,386.5,135,121,127
黄浦区,上海市光明中学,691,否,50,379,118,123,117
黄浦区,上海市敬业中学,719.5,否,50,394.5,134,117,134
黄浦区,上海市卢湾高级中学,709,否,50,383,120,125,132
黄浦区,上海市第二中学,723.5,否,50,395.5,132,125,134
黄浦区,上海市南洋模范中学,756,否,50,413,138,133,142
黄浦区,上海市上海中学,761.5,否,50,427.5,147,132,136
黄浦区,上海市位育中学,739.5,否,50,408.5,134,130,134
黄浦区,上海市南洋中学,728,否,50,398,135,125,136
黄浦区,上海市第三女子中学,709.5,否,50,392.5,122,129,123
黄浦区,上海市延安中学,737,否,50,406,133,128,136
黄浦区,上海市复旦中学,693.5,否,50,383.5,131,119,121
黄浦区,上海市市西中学,733.5,否,50,401.5,127,127,135
黄浦区,上海市育才中学,706.5,否,50,382.5,118,127,131
黄浦区,上海市市北中学,719.5,否,50,395.5,130,125,124
黄浦区,上海市回民中学,691.5,否,50,380,121,127,123
黄浦区,上海市第六十中学,680.5,否,50,374.5,129,118,116
黄浦区,上海市华东模范中学,678,否,50,375,119,121,116
黄浦区,上海市曹杨第二中学,758,否,50,418.5,146,127,143
黄浦区,上海市宜川中学,694.5,否,50,389.5,118,130,115
黄浦区,华东师范大学第二附属中学（普陀校区）,747,否,50,411,137,131,139
黄浦区,华东师范大学第一附属中学,719.5,否,50,401.5,139,119,128
黄浦区,上海市杨浦高级中学,722.5,否,50,401.5,138,119,130
黄浦区,上海市控江中学,732.5,否,50,406.5,136,129,133
黄浦区,上海交通大学附属中学,762.5,否,50,416.5,145,127,144
黄浦区,复旦大学附属中学,757.5,否,50,413.5,140,131,145
黄浦区,上海市七宝中学,748.5,否,50,415.5,141,130,137
黄浦区,华东师范大学第二附属中学闵行紫竹分校,748,否,50,414.5,146,125,136.5
黄浦区,上海师范大学附属中学闵行分校,720.5,否,50,393,134,129,141
黄浦区,上海市闵行中学,705.5,否,50,395.5,133,128,121
黄浦区,上海市行知中学,717,否,50,394,136,126,128
黄浦区,上海大学附属中学,707.5,否,50,393.5,133,121,125
黄浦区,上海市吴淞中学,695,否,50,375.5,120,122,124
黄浦区,华东师范大学第二附属中学（宝山校区）,754,否,50,418,144,128,140
黄浦区,上海市嘉定区第一中学,725.5,否,50,384.5,128,124,141
黄浦区,上海交通大学附属中学嘉定分校,747.5,否,50,414.5,138,130,139
黄浦区,上海市建平中学,750.5,否,50,408.5,143,122,146
黄浦区,上海市进才中学,741,否,50,404.5,141,129,139
黄浦区,华东师范大学第二附属中学,755,否,50,421,144,132,135
黄浦区,上海南汇中学,700.5,否,50,387,130,128,123
黄浦区,上海市浦东复旦附中分校,748,否,50,415,140,130,136
黄浦区,上海市洋泾中学,718.5,否,50,391.5,129,125,140
黄浦区,上海市高桥中学,702.5,否,50,384,121,123,135
黄浦区,上海市川沙中学,712.5,否,50,382.5,118,128,139
黄浦区,上海市金山中学,703.5,否,50,379,130,124,132
黄浦区,华东师范大学第三附属中学,700.5,否,50,377,112,126,128
黄浦区,上海市松江二中,743,否,50,409,141,122,137
黄浦区,上海市松江一中,700.5,否,50,378.5,124,121,134
黄浦区,上海外国语大学附属外国语学校松江云间中学,733,否,50,398,139,125,141
黄浦区,上海市青浦高级中学,719.5,否,50,399,133,129,123
黄浦区,复旦大学附属中学青浦分校,752.5,否,50,428.5,150,131,125
黄浦区,上海市朱家角中学,659.5,否,50,351,140,103,124
黄浦区,上海市奉贤中学,743,否,50,412,145,124,138
黄浦区,华东师范大学第二附属中学临港奉贤分校,737,否,50,399.5,133,126,141
黄浦区,上海市崇明中学,688.5,否,50,363,128,113,135
