district,high_school_code,seats,year,total_admission_score,chinese_admission_score,math_admission_score,english_admission_score,physics_admission_score,chemistry_admission_score,politics_admission_score,history_admission_score
杨浦区,132001,8,2025,728.0,140.0,127.0,127.0,,,,
杨浦区,132002,10,2025,706.0,138.0,129.0,122.0,,,,
杨浦区,133001,10,2025,705.0,124.0,122.0,123.0,,,,
杨浦区,132003,5,2025,717.5,138.0,114.0,134.0,,,,
杨浦区,133003,4,2025,,,,,,,,
杨浦区,142001,7,2025,721.0,127.0,131.0,129.0,,,,
杨浦区,142002,10,2025,746.0,139.0,135.0,138.0,,,,
杨浦区,142004,1,2025,731.5,143.0,118.0,135.0,,,,
杨浦区,152001,12,2025,746.0,139.0,125.0,147.0,,,,
杨浦区,152002,7,2025,746.0,138.0,128.0,140.0,,,,
杨浦区,152004,4,2025,708.5,120.0,127.0,132.0,,,,
杨浦区,153001,10,2025,719.5,127.0,121.0,136.0,,,,
杨浦区,153004,6,2025,711.5,133.0,119.0,134.0,,,,
杨浦区,153005,8,2025,721.0,136.0,115.0,134.0,,,,
杨浦区,151078,12,2025,737.0,136.0,125.0,143.0,,,,
杨浦区,152005,11,2025,752.5,146.0,127.0,144.0,,,,
杨浦区,162000,1,2025,730.5,135.0,126.0,131.0,,,,
杨浦区,163002,4,2025,697.5,121.0,125.0,126.0,,,,
杨浦区,172001,3,2025,740.5,137.0,125.0,146.0,,,,
杨浦区,173001,4,2025,720.0,134.0,120.0,133.0,,,,
杨浦区,172002,3,2025,754.0,150.0,124.0,141.0,,,,
杨浦区,174003,1,2025,738.5,128.0,132.0,141.0,,,,
杨浦区,182001,5,2025,725.0,131.0,128.0,135.0,,,,
杨浦区,183002,6,2025,685.5,124.0,120.0,132.0,,,,
杨浦区,182002,3,2025,757.0,141.0,128.0,140.0,,,,
杨浦区,202001,2,2025,734.5,143.0,130.0,132.0,,,,
杨浦区,202002,1,2025,737.5,139.0,131.0,129.0,,,,
杨浦区,512000,2,2025,702.5,122.0,124.0,125.0,,,,
杨浦区,512001,3,2025,712.5,124.0,132.0,127.0,,,,
长宁区,042032,9,2025,751.0,147.0,124.0,142.0,,,,
长宁区,102056,8,2025,756.5,142.0,130.0,143.0,,,,
长宁区,102057,9,2025,758.0,150.0,131.0,140.0,,,,
长宁区,152003,9,2025,755.0,142.0,131.0,142.0,,,,
长宁区,152006,2,2025,734.0,134.0,126.0,133.0,,,,
长宁区,012001,4,2025,727.0,128.0,127.0,140.0,,,,
长宁区,012005,4,2025,721.5,135.0,113.0,139.0,,,,
长宁区,012007,2,2025,700.0,131.0,117.0,137.0,,,,
长宁区,012008,2,2025,691.5,122.0,123.0,116.0,,,,
长宁区,042001,6,2025,715.5,135.0,130.0,123.0,,,,
长宁区,042008,6,2025,751.0,140.0,131.0,141.0,,,,
长宁区,042035,3,2025,733.5,140.0,125.0,125.0,,,,
长宁区,043015,3,2025,686.5,116.0,122.0,121.0,,,,
长宁区,052001,5,2025,718.0,128.0,129.0,130.0,,,,
长宁区,052002,6,2025,748.0,140.0,125.0,139.0,,,,
长宁区,053004,5,2025,725.5,135.0,124.0,139.0,,,,
长宁区,062001,7,2025,733.0,129.0,125.0,134.0,,,,
长宁区,062002,2,2025,725.5,127.0,130.0,136.0,,,,
长宁区,062003,2,2025,706.0,129.0,113.0,132.0,,,,
长宁区,062004,4,2025,715.0,142.0,119.0,129.0,,,,
长宁区,062011,1,2025,670.0,111.0,126.0,116.0,,,,
长宁区,063004,2,2025,690.0,117.0,122.0,126.0,,,,
长宁区,064001,4,2025,682.0,119.0,115.0,123.0,,,,
长宁区,072001,2,2025,728.0,141.0,126.0,126.0,,,,
长宁区,072002,6,2025,742.5,137.0,125.0,140.0,,,,
长宁区,073003,5,2025,713.0,132.0,128.0,126.0,,,,
长宁区,073082,5,2025,,,,,,,,
长宁区,092001,2,2025,730.5,133.0,128.0,138.0,,,,
长宁区,092002,1,2025,725.0,134.0,121.0,140.0,,,,
长宁区,102004,3,2025,719.0,132.0,129.0,139.0,,,,
长宁区,122001,3,2025,754.0,140.0,133.0,143.0,,,,
长宁区,123001,4,2025,696.5,121.0,118.0,127.0,,,,
长宁区,122002,4,2025,752.0,138.0,134.0,140.0,,,,
长宁区,122003,2,2025,731.0,133.0,126.0,135.0,,,,
长宁区,122004,3,2025,762.0,144.0,130.0,147.0,,,,
长宁区,132001,2,2025,717.0,117.0,134.0,126.0,,,,
长宁区,132002,2,2025,712.5,119.0,139.0,120.0,,,,
长宁区,133001,1,2025,698.5,117.0,128.0,123.0,,,,
长宁区,132003,2,2025,731.5,130.0,126.0,143.0,,,,
长宁区,133003,2,2025,,,,,,,,
长宁区,142001,6,2025,713.0,131.0,124.0,132.0,,,,
长宁区,142002,7,2025,745.5,142.0,128.0,133.0,,,,
长宁区,142004,2,2025,722.0,134.0,125.0,132.0,,,,
长宁区,152001,6,2025,743.5,140.0,126.0,137.0,,,,
长宁区,152002,7,2025,738.0,140.0,125.0,135.0,,,,
长宁区,152004,10,2025,681.5,134.0,116.0,112.0,,,,
长宁区,153001,5,2025,661.5,111.0,115.0,114.0,,,,
长宁区,153004,4,2025,681.0,130.0,120.0,117.0,,,,
长宁区,153005,7,2025,704.0,132.0,123.0,116.0,,,,
长宁区,151078,4,2025,738.0,134.0,124.0,140.0,,,,
长宁区,162000,3,2025,694.0,130.0,113.0,128.0,,,,
长宁区,163002,4,2025,680.5,121.0,115.0,134.0,,,,
长宁区,172001,2,2025,734.0,142.0,125.0,138.0,,,,
长宁区,173001,5,2025,691.0,121.0,125.0,111.0,,,,
长宁区,174003,1,2025,734.0,129.0,132.0,129.0,,,,
长宁区,182001,4,2025,709.5,135.0,126.0,119.0,,,,
长宁区,183002,4,2025,681.0,119.0,122.0,112.0,,,,
长宁区,182002,3,2025,753.0,143.0,130.0,138.0,,,,
长宁区,202001,2,2025,732.5,133.0,127.0,143.0,,,,
长宁区,202002,3,2025,726.0,134.0,125.0,138.0,,,,
长宁区,512000,2,2025,680.5,140.0,109.0,130.0,,,,
崇明区,163002,0,2025,665.5,116.0,113.0,118.0,,,,
崇明区,173001,0,2025,674.5,97.0,117.0,135.0,,,,
崇明区,174003,0,2025,719.0,131.0,124.0,126.0,,,,
崇明区,182001,0,2025,669.5,137.0,99.0,131.0,,,,
崇明区,202001,0,2025,703.5,136.0,120.0,122.0,,,,
崇明区,512000,0,2025,725.5,139.0,125.0,129.0,,,,
崇明区,512001,0,2025,734.0,135.0,129.0,139.0,,,,
